page,localidad,provincia,departamento,wiki_titulo,wiki_url,tipo_match,estado
v3_p01,Anasagasti,Buenos Aires,Navarro,Anasagasti,https://es.wikipedia.org/wiki/Anasagasti,exacto,validado
v3_p01,Andant,Buenos Aires,Caseros,Andant,https://es.wikipedia.org/wiki/Andant,exacto,validado
v3_p01,Anderson,Buenos Aires,25 de Mayo,Anderson,https://es.wikipedia.org/wiki/Anderson,exacto,validado
v3_p01,Anguil,La Pampa,Capital,Anguil,https://es.wikipedia.org/wiki/Anguil,exacto,validado
v3_p01,Antonio Carboni,Buenos Aires,Lobos,Antonio Carboni,https://es.wikipedia.org/wiki/Antonio_Carboni,exacto,validado
v3_p01,Anzoategui,La Pampa,Caleu-Caleu,Anzoategui,https://es.wikipedia.org/wiki/Anzoategui,exacto,validado
v3_p01,Aparicio,Buenos Aires,Coronel Dorrego,Aparicio,https://es.wikipedia.org/wiki/Aparicio,exacto,validado
v3_p01,Arano,Buenos Aires,Adolfo Alsina,Arano,https://es.wikipedia.org/wiki/Arano,exacto,validado
v3_p01,Arata,La Pampa,Trenel,Arata,https://es.wikipedia.org/wiki/Arata,exacto,validado
v3_p01,Araujo,Buenos Aires,25 de Mayo,Araujo,https://es.wikipedia.org/wiki/Araujo,exacto,validado
v3_p02,Arboledas,Buenos Aires,Caseros,Arboledas,https://es.wikipedia.org/wiki/Arboledas,exacto,validado
v3_p02,Arenaza,Buenos Aires,Lincoln,Arenaza,https://es.wikipedia.org/wiki/Arenaza,exacto,validado
v3_p02,Argerich,Buenos Aires,Villarino,Argerich,https://es.wikipedia.org/wiki/Argerich,exacto,validado
v3_p02,Ariel,Buenos Aires,Azul,Ariel,https://es.wikipedia.org/wiki/Ariel,exacto,validado
v3_p02,Arrecifes,Buenos Aires,Bartolomé Mitre,Arrecifes,https://es.wikipedia.org/wiki/Arrecifes,exacto,validado
v3_p02,Arribeños,Buenos Aires,General Arenales,Arribeños,https://es.wikipedia.org/wiki/Arribe%C3%B1os,exacto,validado
v3_p02,Arroyo Corto,Buenos Aires,Saavedra,Arroyo Corto,https://es.wikipedia.org/wiki/Arroyo_Corto,exacto,validado
v3_p02,Arroyo de la Cruz,Buenos Aires,Exaltación de la Cruz,Arroyo de la Cruz,https://es.wikipedia.org/wiki/Arroyo_de_la_Cruz,exacto,validado
v3_p02,Arroyo del Medio,Buenos Aires,Pergamino,Arroyo del Medio,https://es.wikipedia.org/wiki/Arroyo_del_Medio,exacto,validado
v3_p02,Arroyo de los Huesos,Buenos Aires,Azul,Arroyo de los Humos,https://es.wikipedia.org/wiki/Arroyo_de_los_Humos,aproximado,pendiente-humano
v3_p02,Arroyo Dulce,Buenos Aires,Pergamino,Arroyo Dulce,https://es.wikipedia.org/wiki/Arroyo_Dulce,exacto,validado
v3_p02,Arroyo Dulce,Buenos Aires,Salto,Arroyo Dulce,https://es.wikipedia.org/wiki/Arroyo_Dulce,exacto,validado
v3_p02,Arroyo Venado,Buenos Aires,Guaminí,Arroyo Venado,https://es.wikipedia.org/wiki/Arroyo_Venado,exacto,validado
v3_p02,Asamblea,Buenos Aires,Bragado,Asamblea,https://es.wikipedia.org/wiki/Asamblea,exacto,validado
v3_p02,Ascensión,Buenos Aires,General Arenales,Ascensión,https://es.wikipedia.org/wiki/Ascensi%C3%B3n,exacto,validado
v3_p02,Asturias,Buenos Aires,Pehuajó,Asturias,https://es.wikipedia.org/wiki/Asturias,exacto,validado
v3_p02,Atalaya,Buenos Aires,Magdalena,Atalaya,https://es.wikipedia.org/wiki/Atalaya,exacto,validado
v3_p02,Ataliva Roca,La Pampa,Utracán,Ataliva Roca,https://es.wikipedia.org/wiki/Ataliva_Roca,exacto,validado
v3_p02,Atilio Pesagno,Buenos Aires,Chascomús,Atilio Pessagno (juez),https://es.wikipedia.org/wiki/Atilio_Pessagno_(juez),aproximado,pendiente-humano
v3_p02,Atreucó,La Pampa,Atreucó,Atreucó,https://es.wikipedia.org/wiki/Atreuc%C3%B3,sin_match,pendiente-humano
v3_p02,Atucha,Buenos Aires,Zárate,Atucha,https://es.wikipedia.org/wiki/Atucha,sin_match,pendiente-humano
v3_p02,Avellaneda,Buenos Aires,Avellaneda,Avellaneda,https://es.wikipedia.org/wiki/Avellaneda,exacto,validado
v3_p02,Avestrus,Buenos Aires,Adolfo Alsina,Avestruz (Buenos Aires),https://es.wikipedia.org/wiki/Avestruz_(Buenos_Aires),aproximado,pendiente-humano
v3_p02,Ayacucho,Buenos Aires,Ayacucho,Ayacucho,https://es.wikipedia.org/wiki/Ayacucho,exacto,validado
v3_p02,Azcuénaga,Buenos Aires,San Andrés de Giles,Azcuénaga (Buenos Aires),https://es.wikipedia.org/wiki/Azcu%C3%A9naga_(Buenos_Aires),sin_match,pendiente-humano
v3_p02,Azopardo,Buenos Aires,Puán,Azopardo,https://es.wikipedia.org/wiki/Azopardo,exacto,validado
v3_p02,Azucena,Buenos Aires,Tandil,Azucena,https://es.wikipedia.org/wiki/Azucena,exacto,validado
v3_p02,Azul,Buenos Aires,Azul,Azul,https://es.wikipedia.org/wiki/Azul,exacto,validado
v3_p02,Bacacay,Buenos Aires,9 de Julio,Bacacay,https://es.wikipedia.org/wiki/Bacacay,exacto,validado
v3_p02,Bahía Blanca,Buenos Aires,Bahía Blanca,Bahía Blanca,https://es.wikipedia.org/wiki/Bah%C3%ADa_Blanca,exacto,validado
v3_p02,Bahía San Blas,Buenos Aires,Patagones,Bahía San Blas,https://es.wikipedia.org/wiki/Bah%C3%ADa_San_Blas,exacto,validado
v3_p02,Baigorrita,Buenos Aires,General Viamonte,Baigorrita,https://es.wikipedia.org/wiki/Baigorrita,exacto,validado
v3_p02,Bajo Hondo,Buenos Aires,Cnel. de Mar. L.N.Rosales,Bajo Hondo,https://es.wikipedia.org/wiki/Bajo_Hondo,exacto,validado
v3_p02,Balsa,Buenos Aires,Lincoln,Balsa,https://es.wikipedia.org/wiki/Balsa,exacto,validado
v3_p02,Balneario Claromecó,Buenos Aires,Tres Arroyos,,,sin_match,pendiente-humano
v3_p02,Balneario Mar de Ajó Norte,Buenos Aires,General Lavalle,,,sin_match,pendiente-humano
v3_p02,Balcarce,Buenos Aires,Balcarce,Balcarce,https://es.wikipedia.org/wiki/Balcarce,exacto,validado
v3_p02,Banderaló,Buenos Aires,General Villegas,Banderaló,https://es.wikipedia.org/wiki/Banderal%C3%B3,exacto,validado
v3_p02,Baradero,Buenos Aires,Baradero,Baradero,https://es.wikipedia.org/wiki/Baradero,exacto,validado
v3_p02,Barker,Buenos Aires,Juárez,Barker,https://es.wikipedia.org/wiki/Barker,exacto,validado
v3_p02,Bartolomé Bavio,Buenos Aires,Magdalena,Bartolomé Bavio,https://es.wikipedia.org/wiki/Bartolom%C3%A9_Bavio,sin_match,pendiente-humano
v3_p03,Barrow,Buenos Aires,Tres Arroyos,Barrow,https://es.wikipedia.org/wiki/Barrow,exacto,validado
v3_p03,Bathurst,Buenos Aires,Coronel Suárez,Bathurst,https://es.wikipedia.org/wiki/Bathurst,exacto,validado
v3_p03,Baudrix,Buenos Aires,Alberti,Baudrix,https://es.wikipedia.org/wiki/Baudrix,exacto,validado
v3_p03,Bayauca,Buenos Aires,Lincoln,Bayauca,https://es.wikipedia.org/wiki/Bayauca,exacto,validado
v3_p03,Belén de Escobar,Buenos Aires,Escobar,Belén de Escobar,https://es.wikipedia.org/wiki/Bel%C3%A9n_de_Escobar,exacto,validado
v3_p03,Bellocq,Buenos Aires,Carlos Casares,Bellocq,https://es.wikipedia.org/wiki/Bellocq,exacto,validado
v3_p03,Benítez,Buenos Aires,Chivilcoy,Benítez,https://es.wikipedia.org/wiki/Ben%C3%ADtez,exacto,validado
v3_p03,Berrahondo,Buenos Aires,Tornquist,Berrondo,https://es.wikipedia.org/wiki/Berrondo,aproximado,pendiente-humano
v3_p03,Berdier,Buenos Aires,Salto,Berdier,https://es.wikipedia.org/wiki/Berdier,exacto,validado
v3_p03,Berisso,Buenos Aires,Berisso,Berisso,https://es.wikipedia.org/wiki/Berisso,exacto,validado
v3_p03,Bermúdez,Buenos Aires,Lincoln,Bermúdez,https://es.wikipedia.org/wiki/Berm%C3%BAdez,exacto,validado
v3_p03,Bernardo Larroudé,La Pampa,Chapaleufú,Bernardo Larroudé,https://es.wikipedia.org/wiki/Bernardo_Larroud%C3%A9,exacto,validado
v3_p03,Bernasconi,La Pampa,Hucal,Bernasconi,https://es.wikipedia.org/wiki/Bernasconi,exacto,validado
v3_p03,Berutti,Buenos Aires,Trenque Lauquen,Berutti,https://es.wikipedia.org/wiki/Berutti,sin_match,pendiente-humano
v3_p03,Blaquier,Buenos Aires,General Pinto,Blaquier,https://es.wikipedia.org/wiki/Blaquier,exacto,validado
v3_p03,Blanca Grande,Buenos Aires,Olavarría,Blanca Grande,https://es.wikipedia.org/wiki/Blanca_Grande,exacto,validado
v3_p03,Blandengues,Buenos Aires,Junín,Blandengues,https://es.wikipedia.org/wiki/Blandengues,exacto,validado
v3_p03,Blas Durañona,Buenos Aires,25 de Mayo,Blas Durañona,https://es.wikipedia.org/wiki/Blas_Dura%C3%B1ona,exacto,validado
v3_p03,Bocayuva,Buenos Aires,Pellegrini,Bocayuva,https://es.wikipedia.org/wiki/Bocayuva,exacto,validado
v3_p03,Boeuf,La Pampa,Conhello,Alexis Bœuf,https://es.wikipedia.org/wiki/Alexis_B%C5%93uf,sin_match,pendiente-humano
v3_p03,Bolívar,Buenos Aires,Bolívar,Bolívar,https://es.wikipedia.org/wiki/Bol%C3%ADvar,sin_match,pendiente-humano
v3_p03,Bonifacio,Buenos Aires,Guaminí,Bonifacio,https://es.wikipedia.org/wiki/Bonifacio,exacto,validado
v3_p03,Bordenave,Buenos Aires,Puán,Bordenave,https://es.wikipedia.org/wiki/Bordenave,exacto,validado
v3_p03,Bordeu,Buenos Aires,Bahía Blanca,Bordeu,https://es.wikipedia.org/wiki/Bordeu,exacto,validado
v3_p03,Bosch,Buenos Aires,Balcarce,Bosch,https://es.wikipedia.org/wiki/Bosch,exacto,validado
v3_p03,Bragado,Buenos Aires,Bragado,Bragado,https://es.wikipedia.org/wiki/Bragado,exacto,validado
v3_p03,Cabildo,Buenos Aires,Bahía Blanca,Cabildo,https://es.wikipedia.org/wiki/Cabildo,exacto,validado
v3_p03,Cacharí,Buenos Aires,Azul,Cacharí,https://es.wikipedia.org/wiki/Cachar%C3%AD,exacto,validado
v3_p03,Cachirulo,La Pampa,Toay,Cachirulo,https://es.wikipedia.org/wiki/Cachirulo,exacto,validado
v3_p03,Cadret,Buenos Aires,Carlos Casares,Cadret,https://es.wikipedia.org/wiki/Cadret,exacto,validado
v3_p03,Calderón,Buenos Aires,Bahía Blanca,Calderón,https://es.wikipedia.org/wiki/Calder%C3%B3n,exacto,validado
v3_p03,Calderón,Buenos Aires,Cnel. de Mar. L.N.Rosales,Calderón,https://es.wikipedia.org/wiki/Calder%C3%B3n,exacto,validado
v3_p03,Caleufú,La Pampa,Rancul,Caleufú,https://es.wikipedia.org/wiki/Caleuf%C3%BA,exacto,validado
v3_p03,Calfucurá,Buenos Aires,Mar Chiquita,Calfucurá,https://es.wikipedia.org/wiki/Calfucur%C3%A1,exacto,validado
v3_p03,Calvo,Buenos Aires,Coronel Dorrego,Calvo,https://es.wikipedia.org/wiki/Calvo,exacto,validado
v3_p03,Cambaceres,Buenos Aires,9 de Julio,Cambaceres,https://es.wikipedia.org/wiki/Cambaceres,exacto,validado
v3_p03,Camet,Buenos Aires,General Pueyrredón,Camet,https://es.wikipedia.org/wiki/Camet,exacto,validado
v3_p03,Campana,Buenos Aires,Campana,Campana,https://es.wikipedia.org/wiki/Campana,exacto,validado
v3_p03,Campo Sallee,Buenos Aires,San Nicolás,Campos Salles,https://es.wikipedia.org/wiki/Campos_Salles,aproximado,pendiente-humano
v3_p03,Cangallo,Buenos Aires,Ayacucho,Cangallo,https://es.wikipedia.org/wiki/Cangallo,exacto,validado
v3_p03,Canónigo Gorriti,Buenos Aires,Adolfo Alsina,Canónigo Gorriti,https://es.wikipedia.org/wiki/Can%C3%B3nigo_Gorriti,exacto,validado
v3_p04,Cañada Seca,Buenos Aires,General Villegas,Cañada Seca,https://es.wikipedia.org/wiki/Ca%C3%B1ada_Seca,exacto,validado
v3_p04,Cañuelas,Buenos Aires,Cañuelas,Cañuelas,https://es.wikipedia.org/wiki/Ca%C3%B1uelas,exacto,validado
v3_p04,Capilla del Señor,Buenos Aires,Exaltación de la Cruz,Capilla del Señor,https://es.wikipedia.org/wiki/Capilla_del_Se%C3%B1or,exacto,validado
v3_p04,Capitán Castro,Buenos Aires,Pehuajó,Capitán Castro,https://es.wikipedia.org/wiki/Capit%C3%A1n_Castro,exacto,validado
v3_p04,Capitán Sarmiento,Buenos Aires,Bartolomé Mitre,Capitán Sarmiento,https://es.wikipedia.org/wiki/Capit%C3%A1n_Sarmiento,exacto,validado
v3_p04,Carabelas,Buenos Aires,Rojas,Carabela,https://es.wikipedia.org/wiki/Carabela,aproximado,pendiente-humano
v3_p04,Cardenal Cagliero,Buenos Aires,Patagones,Cardenal Cagliero,https://es.wikipedia.org/wiki/Cardenal_Cagliero,exacto,validado
v3_p04,Carlos Beguerie,Buenos Aires,Roque Pérez,Carlos Beguerie,https://es.wikipedia.org/wiki/Carlos_Beguerie,exacto,validado
v3_p04,Carlos Casares,Buenos Aires,Carlos Casares,Carlos Casares,https://es.wikipedia.org/wiki/Carlos_Casares,exacto,validado
v3_p04,Carlos Keen,Buenos Aires,Luján,Carlos Keen,https://es.wikipedia.org/wiki/Carlos_Keen,exacto,validado
v3_p04,Carlos N. Naón,Buenos Aires,9 de Julio,Carlos Antonio López,https://es.wikipedia.org/wiki/Carlos_Antonio_L%C3%B3pez,sin_match,pendiente-humano
v3_p04,Carlos Pellegrini,Buenos Aires,Pellegrini,Carlos Pellegrini,https://es.wikipedia.org/wiki/Carlos_Pellegrini,exacto,validado
v3_p04,Carlos Salas,Buenos Aires,Lincoln,Carlos Salas,https://es.wikipedia.org/wiki/Carlos_Salas,exacto,validado
v3_p04,Carlos Tejedor,Buenos Aires,Carlos Tejedor,Carlos Tejedor,https://es.wikipedia.org/wiki/Carlos_Tejedor,exacto,validado
v3_p04,Carmen de Areco,Buenos Aires,Carmen de Areco,Carmen de Areco,https://es.wikipedia.org/wiki/Carmen_de_Areco,exacto,validado
v3_p04,Carmen de Patagones,Buenos Aires,Patagones,Carmen de Patagones,https://es.wikipedia.org/wiki/Carmen_de_Patagones,exacto,validado
v3_p04,Carro Quemado,La Pampa,Leventué,Carro Quemado,https://es.wikipedia.org/wiki/Carro_Quemado,exacto,validado
v3_p04,Casalins,Buenos Aires,Pila,Casalins,https://es.wikipedia.org/wiki/Casalins,exacto,validado
v3_p04,Casbas,Buenos Aires,Guaminí,Casbas,https://es.wikipedia.org/wiki/Casbas,exacto,validado
v3_p04,Cascada,Buenos Aires,Coronel Suárez,Cascada,https://es.wikipedia.org/wiki/Cascada,exacto,validado
v3_p04,Casey,Buenos Aires,Guaminí,Casey,https://es.wikipedia.org/wiki/Casey,exacto,validado
v3_p04,Castelli,Buenos Aires,Castelli,Castelli,https://es.wikipedia.org/wiki/Castelli,exacto,validado
v3_p04,Castilla,Buenos Aires,Chacabuco,Castilla,https://es.wikipedia.org/wiki/Castilla,exacto,validado
v3_p04,Catriló,La Pampa,Catriló,Catriló,https://es.wikipedia.org/wiki/Catril%C3%B3,exacto,validado
v3_p04,Cazón,Buenos Aires,Saladillo,Cazón,https://es.wikipedia.org/wiki/Caz%C3%B3n,sin_match,pendiente-humano
v3_p04,Ceballos,La Pampa,Chapaleufú,Ceballos,https://es.wikipedia.org/wiki/Ceballos,exacto,validado
v3_p04,Centenario,Buenos Aires,Carlos Casares,Centenario,https://es.wikipedia.org/wiki/Centenario,exacto,validado
v3_p04,Centro Guerrero,Buenos Aires,Castelli,Centro Guerrero,https://es.wikipedia.org/wiki/Centro_Guerrero,exacto,validado
v3_p04,Cereales,La Pampa,Atreucó,Cereales (La Pampa),https://es.wikipedia.org/wiki/Cereales_(La_Pampa),sin_match,pendiente-humano
v3_p04,Cerrito,Buenos Aires,Rivadavia,Cerrito,https://es.wikipedia.org/wiki/Cerrito,exacto,validado
v3_p04,Cerro de los Leones,Buenos Aires,Tandil,,,sin_match,pendiente-humano
v3_p04,Cerro Sotuyo,Buenos Aires,Olavarría,Cerro Domuyo,https://es.wikipedia.org/wiki/Cerro_Domuyo,aproximado,pendiente-humano
v3_p04,Claraz,Buenos Aires,Necochea,Claraz,https://es.wikipedia.org/wiki/Claraz,exacto,validado
v3_p04,Claudio Molina,Buenos Aires,Tres Arroyos,Claudia Molina,https://es.wikipedia.org/wiki/Claudia_Molina,aproximado,pendiente-humano
v3_p04,Cobo,Buenos Aires,Mar Chiquita,Cobo,https://es.wikipedia.org/wiki/Cobo,exacto,validado
v3_p04,Coliqueo,Buenos Aires,Chacabuco,Coliqueo,https://es.wikipedia.org/wiki/Coliqueo,exacto,validado
v3_p04,Colón,Buenos Aires,Colón,Colón,https://es.wikipedia.org/wiki/Col%C3%B3n,exacto,validado
v3_p04,Colonia Barón,La Pampa,Quemú-Quemú,Colonia Barón,https://es.wikipedia.org/wiki/Colonia_Bar%C3%B3n,exacto,validado
v3_p04,Colonia Hogar Ricardo Gutiérrez,Buenos Aires,Marcos Paz,,,sin_match,pendiente-humano
v3_p04,Colonia La Merced,Buenos Aires,Villarino,,,sin_match,pendiente-humano
v3_p05,Colonia Lapin,Buenos Aires,Adolfo Alsina,Colonia Lapin,https://es.wikipedia.org/wiki/Colonia_Lapin,exacto,validado
v3_p05,Colonia Mauricio,Buenos Aires,Carlos Casares,Colonia Mauricio,https://es.wikipedia.org/wiki/Colonia_Mauricio,exacto,validado
v3_p05,Colonia Philippson,Buenos Aires,Adolfo Alsina,,,sin_match,pendiente-humano
v3_p05,Colonia San José,La Pampa,Quemú-Quemú,Colonia San José,https://es.wikipedia.org/wiki/Colonia_San_Jos%C3%A9,sin_match,pendiente-humano
v3_p05,Colonia San Miguel,Buenos Aires,Olavarría,Colonia San Miguel,https://es.wikipedia.org/wiki/Colonia_San_Miguel,exacto,validado
v3_p05,Colonia San Miguel Arcángel,Buenos Aires,Adolfo Alsina,Colonia San Miguel Arcángel,https://es.wikipedia.org/wiki/Colonia_San_Miguel_Arc%C3%A1ngel,sin_match,pendiente-humano
v3_p05,Colonia Santa María,La Pampa,Utracán,Colonia Santa María,https://es.wikipedia.org/wiki/Colonia_Santa_Mar%C3%ADa,exacto,validado
v3_p05,Colonia Seré,Buenos Aires,Carlos Tejedor,Colonia Seré,https://es.wikipedia.org/wiki/Colonia_Ser%C3%A9,exacto,validado
v3_p05,Colonia 25 de Mayo,La Pampa,Puelén,Colonia 25 de Mayo,https://es.wikipedia.org/wiki/Colonia_25_de_Mayo,exacto,validado
v3_p05,Colonia Velaz,Buenos Aires,San Pedro,Colonia Veracruz,https://es.wikipedia.org/wiki/Colonia_Veracruz,sin_match,pendiente-humano
v3_p05,Comandante Giribone,Buenos Aires,Chascomús,Comandante Giribone,https://es.wikipedia.org/wiki/Comandante_Giribone,exacto,validado
v3_p05,Cte. Nicanor Otamendi,Buenos Aires,General Alvarado,Cmte Nicanor Otamendi,https://es.wikipedia.org/wiki/Cmte_Nicanor_Otamendi,aproximado,pendiente-humano
v3_p05,Comodoro Py,Buenos Aires,Bragado,Comodoro Py,https://es.wikipedia.org/wiki/Comodoro_Py,exacto,validado
v3_p05,Condarco,Buenos Aires,Rivadavia,Condado de Bornos,https://es.wikipedia.org/wiki/Condado_de_Bornos,sin_match,pendiente-humano
v3_p05,Conesa,Buenos Aires,San Nicolás,Conesa,https://es.wikipedia.org/wiki/Conesa,exacto,validado
v3_p05,Conhello,La Pampa,Conhello,Conhello,https://es.wikipedia.org/wiki/Conhello,exacto,validado
v3_p05,Copetonas,Buenos Aires,Tres Arroyos,Copetonas,https://es.wikipedia.org/wiki/Copetonas,exacto,validado
v3_p05,Corazzi,Buenos Aires,Trenque Lauquen,Corazón,https://es.wikipedia.org/wiki/Coraz%C3%B3n,aproximado,pendiente-humano
v3_p05,Corbett,Buenos Aires,9 de Julio,Jim Corbett,https://es.wikipedia.org/wiki/Jim_Corbett,sin_match,pendiente-humano
v3_p05,Coronel Boerr,Buenos Aires,Las Flores,Coronel Boerr,https://es.wikipedia.org/wiki/Coronel_Boerr,exacto,validado
v3_p05,Coronel Brandsen,Buenos Aires,Brandsen,Coronel Brandsen,https://es.wikipedia.org/wiki/Coronel_Brandsen,exacto,validado
v3_p05,Coronel Dorrego,Buenos Aires,Coronel Dorrego,Coronel Dorrego,https://es.wikipedia.org/wiki/Coronel_Dorrego,exacto,validado
v3_p05,Coronel Falcón,Buenos Aires,Coronel Pringles,Coronel Alfonso Monje (SP 82-1),https://es.wikipedia.org/wiki/Coronel_Alfonso_Monje_(SP_82-1),sin_match,pendiente-humano
v3_p05,Coronel Granada,Buenos Aires,General Pinto,Coronel Granada,https://es.wikipedia.org/wiki/Coronel_Granada,sin_match,pendiente-humano
v3_p05,Coronel Hilario Lagos,La Pampa,Chapaleufú,Coronel Hilario Lagos,https://es.wikipedia.org/wiki/Coronel_Hilario_Lagos,exacto,validado
v3_p05,Coronel Isleño,Buenos Aires,Salto,,,sin_match,pendiente-humano
v3_p05,Coronel Mom,Buenos Aires,Alberti,Coronel Mom,https://es.wikipedia.org/wiki/Coronel_Mom,sin_match,pendiente-humano
v3_p05,Coronel Pringles,Buenos Aires,Coronel Pringles,Coronel Pringles,https://es.wikipedia.org/wiki/Coronel_Pringles,exacto,validado
v3_p05,Coronel Rodolfo Bunge,Buenos Aires,Juárez,,,sin_match,pendiente-humano
v3_p05,Coronel Seguí,Buenos Aires,Alberti,Coronel Seguí,https://es.wikipedia.org/wiki/Coronel_Segu%C3%AD,exacto,validado
v3_p05,Coronel Suárez,Buenos Aires,Coronel Suárez,Coronel Suárez,https://es.wikipedia.org/wiki/Coronel_Su%C3%A1rez,exacto,validado
v3_p05,Coronel Vidal,Buenos Aires,Mar Chiquita,Coronel Vidal,https://es.wikipedia.org/wiki/Coronel_Vidal,exacto,validado
v3_p05,Cortines,Buenos Aires,Luján,Cortines,https://es.wikipedia.org/wiki/Cortines,sin_match,pendiente-humano
v3_p05,Cotita,La Pampa,Hucal,Costa Rica,https://es.wikipedia.org/wiki/Costa_Rica,sin_match,pendiente-humano
v3_p05,Covello,Buenos Aires,Tapalqué,Covello,https://es.wikipedia.org/wiki/Covello,exacto,validado
v3_p05,Cristiano Muerto,Buenos Aires,San Cayetano,Cristiano Muerto,https://es.wikipedia.org/wiki/Cristiano_Muerto,exacto,validado
v3_p05,Crotto,Buenos Aires,Tapalqué,Crotto,https://es.wikipedia.org/wiki/Crotto,exacto,validado
v3_p05,Cuatro de Noviembre,Buenos Aires,Rojas,,,sin_match,pendiente-humano
v3_p05,Cuculú,Buenos Aires,San Andrés de Giles,Cuculus canorus,https://es.wikipedia.org/wiki/Cuculus_canorus,sin_match,pendiente-humano
v3_p05,Cucha-Cucha,Buenos Aires,Chacabuco,,,sin_match,pendiente-humano
v3_p06,Cuchillo-Co,La Pampa,Lihuel-Calel,Cuchillo-Co,https://es.wikipedia.org/wiki/Cuchillo-Co,exacto,validado
v3_p06,Curarú,Buenos Aires,Carlos Tejedor,Curarú,https://es.wikipedia.org/wiki/Curar%C3%BA,exacto,validado
v3_p06,Curumalán,Buenos Aires,Coronel Suárez,Curumaní,https://es.wikipedia.org/wiki/Curuman%C3%AD,sin_match,pendiente-humano
v3_p06,Chacabuco,Buenos Aires,Chacabuco,Chacabuco,https://es.wikipedia.org/wiki/Chacabuco,exacto,validado
