provincia_canon,departamento_canon,tipo,depto_moderno,id_indec,fuente,fuente_url,nota
Buenos Aires,General Alvear,identidad,General Alvear,06287,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,General Arenales,identidad,General Arenales,06294,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,General Belgrano,identidad,General Belgrano,06301,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,General Guido,identidad,General Guido,06308,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,General Juan Madariaga,identidad,General Juan Madariaga,06315,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,General Juan Madariaga,split,Pinamar,06644,web,https://normas.gba.gob.ar/,Dec-ley 9024/78
Buenos Aires,General Juan Madariaga,split,Villa Gesell,06868,web,https://normas.gba.gob.ar/,Dec-ley 9024/78
Buenos Aires,General Lamadrid,identidad,General La Madrid,06322,georef,https://apis.datos.gob.ar/georef/api/departamentos,grafia espaciado
Buenos Aires,General Las Heras,identidad,General Las Heras,06329,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,General Lavalle,identidad,General Lavalle,06336,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,General Lavalle,split,La Costa,06420,web,https://normas.gba.gob.ar/,Dec-ley 9024/78
Buenos Aires,General Paz,identidad,General Paz,06343,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,General Pinto,identidad,General Pinto,06351,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,General Pinto,split,Florentino Ameghino,06277,web,https://normas.gba.gob.ar/,Ley 11071 (1991): SOLO de General Pinto
Buenos Aires,General Pueyrredón,identidad,General Pueyrredón,06357,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,General Rodríguez,identidad,General Rodríguez,06364,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,General San Martín,identidad,General San Martín,06371,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,General Sarmiento,split_disuelto,José C. Paz,06412,web,https://normas.gba.gob.ar/,PADRE DISUELTO (no sobrevive ningun depto con ese nombre). Ley 11551 (1994): Gral Sarmiento DISUELTO
Buenos Aires,General Sarmiento,split_disuelto,Malvinas Argentinas,06515,web,https://normas.gba.gob.ar/,Ley 11551 (1994)
Buenos Aires,General Sarmiento,split_disuelto,San Miguel,06760,web,https://normas.gba.gob.ar/,Ley 11551 (1994)
Buenos Aires,General Viamonte,identidad,General Viamonte,06385,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,General Villegas,identidad,General Villegas,06392,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,González Chaves,rename,Adolfo Gonzales Chaves,06014,georef,https://apis.datos.gob.ar/georef/api/departamentos,nombre expandido
Buenos Aires,Guaminí,identidad,Guaminí,06399,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Hipólito Yrigoyen,identidad,Hipólito Yrigoyen,06406,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Isla Martín García,especial,La Plata,06441,web,https://en.wikipedia.org/wiki/Mart%C3%ADn_Garc%C3%ADa_Island,"unidad censal 1960 propia (cod 119, confirmado en fuente primaria); exclave asignado a La Plata"
Buenos Aires,Junín,identidad,Junín,06413,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Juárez,rename,Benito Juárez,06084,georef,https://apis.datos.gob.ar/georef/api/departamentos,nombre expandido
Buenos Aires,La Matanza,identidad,La Matanza,06427,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,La Plata,identidad,La Plata,06441,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Lanús,identidad,Lanús,06434,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Laprida,identidad,Laprida,06448,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Las Flores,identidad,Las Flores,06455,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Leandro N. Alem,identidad,Leandro N. Alem,06462,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Lincoln,identidad,Lincoln,06469,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Lobería,identidad,Lobería,06476,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Lobos,identidad,Lobos,06483,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Lomas de Zamora,identidad,Lomas de Zamora,06490,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Luján,identidad,Luján,06497,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Magdalena,identidad,Magdalena,06505,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Magdalena,split,Punta Indio,06655,web,https://normas.gba.gob.ar/,Ley 11584 (1994)
Buenos Aires,Maipú,identidad,Maipú,06511,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Mar Chiquita,identidad,Mar Chiquita,06518,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Marcos Paz,identidad,Marcos Paz,06525,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Mercedes,identidad,Mercedes,06532,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Merlo,identidad,Merlo,06539,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Monte,identidad,Monte,06547,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Moreno,identidad,Moreno,06560,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Morón,identidad,Morón,06568,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Morón,split,Hurlingham,06408,web,https://normas.gba.gob.ar/,Ley 11610 (1994/95)
Buenos Aires,Morón,split,Ituzaingó,06410,web,https://normas.gba.gob.ar/,Ley 11610 (1994/95)
Buenos Aires,Navarro,identidad,Navarro,06574,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Necochea,identidad,Necochea,06581,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Olavarría,identidad,Olavarría,06595,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Patagones,identidad,Patagones,06602,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Pehuajó,identidad,Pehuajó,06609,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Pellegrini,identidad,Pellegrini,06616,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Pellegrini,split,Salliqueló,06721,web,https://normas.gba.gob.ar/,Ley 6625 (1961)
Buenos Aires,Pellegrini,split,Tres Lomas,06847,web,https://normas.gba.gob.ar/,Ley 10469 (1986)
Buenos Aires,Pergamino,identidad,Pergamino,06623,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Pila,identidad,Pila,06630,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Pilar,identidad,Pilar,06638,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Pilar,split,Malvinas Argentinas,06515,web,https://normas.gba.gob.ar/,Ley 11551 (1994): Tortuguitas pasa a Malvinas Arg.
Buenos Aires,Puerto de la Plata,especial,Ensenada,06245,web,https://observatorioconurbano.ungs.edu.ar/,= 'Zona Nacional Puerto La Plata' (cod 57-120 en fuente primaria 1960); reparto Ensenada/Berisso
Buenos Aires,Puán,identidad,Puán,06651,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Quilmes,identidad,Quilmes,06658,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Quilmes,split,Berazategui,06091,web,https://es.wikipedia.org/wiki/Partido_de_Berazategui,Ley 6317 (4-nov-1960): creado 5 semanas DESPUES del censo -> en 1960 estaba dentro de Quilmes
Buenos Aires,Ramallo,identidad,Ramallo,06665,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Rauch,identidad,Rauch,06672,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Rivadavia,identidad,Rivadavia,06679,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Rojas,identidad,Rojas,06686,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Roque Pérez,identidad,Roque Pérez,06693,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Saavedra,identidad,Saavedra,06700,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Saladillo,identidad,Saladillo,06707,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Salto,identidad,Salto,06714,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,San Andrés de Giles,identidad,San Andrés de Giles,06728,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,San Antonio de Areco,identidad,San Antonio de Areco,06735,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,San Cayetano,identidad,San Cayetano,06742,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,San Fernando,identidad,San Fernando,06749,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,San Isidro,identidad,San Isidro,06756,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,San Nicolás,identidad,San Nicolás,06763,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,San Pedro,identidad,San Pedro,06770,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,San Vicente,identidad,San Vicente,06778,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,San Vicente,split,Presidente Perón,06648,web,https://normas.gba.gob.ar/,Ley 11480 (1993)
Buenos Aires,Suipacha,identidad,Suipacha,06784,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Tandil,identidad,Tandil,06791,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Tapalqué,identidad,Tapalqué,06798,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Tigre,identidad,Tigre,06805,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Tordillo,identidad,Tordillo,06812,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Tornquist,identidad,Tornquist,06819,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Trenque Lauquen,identidad,Trenque Lauquen,06826,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Tres Arroyos,identidad,Tres Arroyos,06833,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Vicente López,identidad,Vicente López,06861,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Villarino,identidad,Villarino,06875,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Buenos Aires,Zárate,identidad,Zárate,06882,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Ambato,identidad,Ambato,10007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Ancasti,identidad,Ancasti,10014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Andalgalá,identidad,Andalgalá,10021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Antofagasta de la Sierra,identidad,Antofagasta de la Sierra,10028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Belén,identidad,Belén,10035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Capayán,identidad,Capayán,10042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Capital,identidad,Capital,10049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,El Alto,identidad,El Alto,10056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Fray Mamerto Esquiú,identidad,Fray Mamerto Esquiú,10063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,La Paz,identidad,La Paz,10070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Paclín,identidad,Paclín,10077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Pomán,identidad,Pomán,10084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Santa María,identidad,Santa María,10091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Santa Rosa,identidad,Santa Rosa,10098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Tinogasta,identidad,Tinogasta,10105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Catamarca,Valle Viejo,identidad,Valle Viejo,10112,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Almirante Brown,identidad,Almirante Brown,22007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Bermejo,identidad,Bermejo,22014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Cap. Gral. O'Higgins,identidad,O'Higgins,22112,georef,https://apis.datos.gob.ar/georef/api/departamentos,abreviatura
Chaco,Chacabuco,identidad,Chacabuco,22028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Comandante Fernández,identidad,Comandante Fernández,22021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Doce de Octubre,identidad,12 de Octubre,22036,georef,https://apis.datos.gob.ar/georef/api/departamentos,numero->palabra (fuente 1960 usa '12 de Octubre')
Chaco,Doce de Octubre,split,2 de Abril,22039,web,https://es.wikipedia.org/wiki/Anexo:Departamentos_de_la_provincia_del_Chaco,ley 3814 (1992)
Chaco,Fray J. Sta. María de Oro,identidad,Fray Justo Santa María de Oro,22043,georef,https://apis.datos.gob.ar/georef/api/departamentos,abreviatura
Chaco,Fray J. Sta. María de Oro,split,2 de Abril,22039,web,https://es.wikipedia.org/wiki/Anexo:Departamentos_de_la_provincia_del_Chaco,ley 3814 (1992) (2do padre)
Chaco,General Belgrano,identidad,General Belgrano,22049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,General Donovan,identidad,General Donovan,22056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,General Güemes,identidad,General Güemes,22063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Independencia,identidad,Independencia,22070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Lib. Gral. San Martín,identidad,Libertador General San Martín,22084,georef,https://apis.datos.gob.ar/georef/api/departamentos,abreviatura
Chaco,Libertad,identidad,Libertad,22077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Maipú,identidad,Maipú,22091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Mayor Luis J. Fontana,identidad,Mayor Luis J. Fontana,22098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Nueve de Julio,identidad,9 de Julio,22105,georef,https://apis.datos.gob.ar/georef/api/departamentos,numero->palabra
Chaco,Presidencia de la Plaza,identidad,Presidencia de la Plaza,22119,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Primero de Mayo,identidad,1° de Mayo,22126,georef,https://apis.datos.gob.ar/georef/api/departamentos,numero->palabra
Chaco,Quitilipi,identidad,Quitilipi,22133,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,San Fernando,identidad,San Fernando,22140,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,San Lorenzo,identidad,San Lorenzo,22147,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Sargento Cabral,identidad,Sargento Cabral,22154,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Tapenagá,identidad,Tapenagá,22161,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chaco,Veinticinco de Mayo,identidad,25 de Mayo,22168,georef,https://apis.datos.gob.ar/georef/api/departamentos,numero->palabra
Chubut,Biedma,identidad,Biedma,26007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Chubut,sin_equivalente,,,web,https://es.wikipedia.org/wiki/Anexo:Departamentos_de_la_Provincia_del_Chubut,"ARTEFACTO confirmado vs fuente primaria: Chubut 1960 tiene 15 deptos, ninguno 'Chubut' -> REVISAR IMAGEN"
Chubut,Cushamen,identidad,Cushamen,26014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Escalante,identidad,Escalante,26021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Florentino Ameghino,identidad,Florentino Ameghino,26028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Futaleufú,identidad,Futaleufú,26035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Gaiman,identidad,Gaiman,26042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Gastre,identidad,Gastre,26049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Languiñeo,identidad,Languiñeo,26056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Mártires,identidad,Mártires,26063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Paso de Indios,identidad,Paso de Indios,26070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Rawson,identidad,Rawson,26077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Río Senguer,identidad,Río Senguer,26084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Sarmiento,identidad,Sarmiento,26091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Tehuelches,identidad,Tehuelches,26098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Chubut,Telsen,identidad,Telsen,26105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Bella Vista,identidad,Bella Vista,18007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Berón de Astrada,identidad,Berón de Astrada,18014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Capital,identidad,Capital,18021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Concepción,identidad,Concepción,18028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Curuzú Cuatiá,identidad,Curuzú Cuatiá,18035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Empedrado,identidad,Empedrado,18042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Esquina,identidad,Esquina,18049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,General Alvear,identidad,General Alvear,18056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,General Paz,identidad,General Paz,18063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Goya,identidad,Goya,18070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Itatí,identidad,Itatí,18077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Ituzaingó,identidad,Ituzaingó,18084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Lavalle,identidad,Lavalle,18091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Mburucuyá,identidad,Mburucuyá,18098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Mercedes,identidad,Mercedes,18105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Monte Caseros,identidad,Monte Caseros,18112,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Paso de los Libres,identidad,Paso de los Libres,18119,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Saladas,identidad,Saladas,18126,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,San Cosme,identidad,San Cosme,18133,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,San Luis del Palmar,identidad,San Luis del Palmar,18140,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,San Martín,identidad,San Martín,18147,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,San Miguel,identidad,San Miguel,18154,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,San Roque,identidad,San Roque,18161,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Santo Tomé,identidad,Santo Tomé,18168,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Corrientes,Sauce,identidad,Sauce,18175,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Calamuchita,identidad,Calamuchita,14007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Capital,identidad,Capital,14014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Colón,identidad,Colón,14021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Cruz del Eje,identidad,Cruz del Eje,14028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,General Roca,identidad,General Roca,14035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,General San Martín,identidad,General San Martín,14042,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Ischilín,identidad,Ischilín,14049,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Juárez Celman,identidad,Juárez Celman,14056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Marcos Juárez,identidad,Marcos Juárez,14063,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Minas,identidad,Minas,14070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Pocho,identidad,Pocho,14077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Pte. Roque Sáenz Peña,identidad,Presidente Roque Sáenz Peña,14084,georef,https://apis.datos.gob.ar/georef/api/departamentos,abreviatura
Córdoba,Punilla,identidad,Punilla,14091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Córdoba,Río Cuarto,identidad,Río Cuarto,14098,georef,https://apis.datos.gob.ar/georef/api/departamentos,
