"theta","V_pesos","V_raster","anchor","outcome","label","ivb_beta","ivb_se","ivb_p","ivb_F","ivlp_beta","ivlp_se","ivlp_p","ivlp_F","n_obs"
4.14,1000,1e+06,"affine","chg_log_nexp_88_60","ag farms",0.275045964351587,0.184899032216048,0.137968288024094,10.3052710392607,0.636543274857321,0.515480891440986,0.217895118730069,6.9245144046075,297
4.14,1000,1e+06,"affine","chg_log_areatot_ha_88_60","ag farmed area",0.299078908623777,0.21336817800048,0.162084353123108,10.3052710392607,0.497073411065237,0.499405983598003,0.320414556390679,6.9245144046075,297
4.14,2000,2e+06,"affine","chg_log_pop_91_60","population",0.119596200489844,0.085850471019332,0.164624869205207,17.0068666271773,0.213655538201299,0.148160608521514,0.150326910372444,9.33610871300823,311
4.14,2000,2e+06,"affine","chg_log_valprod_85_54","mfg value",1.29050145656727,0.37352250472128,0.000629758089033733,17.3333152475538,1.46929893344071,0.682541116366015,0.0321403287902118,9.55003318289718,310
4.14,2000,2e+06,"affine","chg_log_massal_85_54","mfg wage mass",1.55177953340783,0.415866413151785,0.000227817247831197,18.256905250961,1.44032458517572,0.717939173396969,0.0457360373211683,11.6471219619919,309
4.14,2000,2e+06,"affine","chg_log_nestab_85_54","mfg establish.",0.11957899481827,0.1913895704685,0.532581378337303,17.3333152475538,0.197785932546465,0.350240998754931,0.572690431948784,9.55003318289718,310
4.14,2000,2e+06,"affine","chg_log_nexp_88_60","ag farms",0.34977006372657,0.232644645817881,0.133822088432961,10.6005329804031,0.971181665541976,0.80724077279683,0.229933780058926,5.88778217897045,297
4.14,2000,2e+06,"affine","chg_log_areatot_ha_88_60","ag farmed area",0.397656310638973,0.276020160967112,0.150765577482956,10.6005329804031,0.776369641093836,0.780738636315328,0.320863854704791,5.88778217897045,297
4.14,4400,4400000,"affine","chg_log_pop_91_60","population",0.136620759085955,0.115929832230065,0.239536881413425,20.5642886449833,0.23446686748708,0.206597948360272,0.257322471992493,9.81945458818941,311
4.14,4400,4400000,"affine","chg_log_valprod_85_54","mfg value",1.73611768070237,0.495033581886505,0.000522362640511081,20.9184542648641,2.01322781351722,1.01133495836884,0.0474249108929575,10.0203059699783,310
4.14,4400,4400000,"affine","chg_log_massal_85_54","mfg wage mass",2.07348300588014,0.560976797343659,0.000260256684402484,22.0069446795278,1.92065159128355,1.07323436677448,0.0745314571607933,12.5926626875556,309
4.14,4400,4400000,"affine","chg_log_nestab_85_54","mfg establish.",0.118776023373747,0.263130129420711,0.652029928271475,20.9184542648641,0.185145372272603,0.538973691444716,0.731451918406635,10.0203059699783,310
4.14,4400,4400000,"affine","chg_log_nexp_88_60","ag farms",0.484432406615122,0.317687762721049,0.128392799997901,11.866072265554,1.65673545245227,1.4094212462377,0.240780084568334,5.30122245078215,297
4.14,4400,4400000,"affine","chg_log_areatot_ha_88_60","ag farmed area",0.573890529536502,0.387345290958716,0.139544003362463,11.866072265554,1.37018586862712,1.36395019864955,0.315949303872439,5.30122245078215,297
4.14,10000,1e+07,"affine","chg_log_pop_91_60","population",0.17456991013888,0.176587961853407,0.323666599277729,25.5849487566774,0.250817069429999,0.323637464594817,0.438951636267771,10.3929450611468,311
4.14,10000,1e+07,"affine","chg_log_valprod_85_54","mfg value",2.56943702625222,0.72897445240053,0.000490050650626562,25.9609998137299,2.99037035136223,1.65355097820404,0.0715370983976938,10.5676496250887,310
4.14,10000,1e+07,"affine","chg_log_massal_85_54","mfg wage mass",3.03618390918407,0.841064716833668,0.000358999100518312,27.196132892069,2.73642296752812,1.77040262893911,0.12324682406374,13.586739743734,309
4.14,10000,1e+07,"affine","chg_log_nestab_85_54","mfg establish.",0.126456315964793,0.401302524021736,0.752893654455122,25.9609998137299,0.158747460923061,0.93409264432903,0.865165339454473,10.5676496250887,310
4.14,10000,1e+07,"affine","chg_log_nexp_88_60","ag farms",0.750875425031554,0.491410101469359,0.127613473104727,13.4769128049003,3.10218783712148,2.70197953168532,0.251876453688197,4.98004492304883,297
4.14,10000,1e+07,"affine","chg_log_areatot_ha_88_60","ag farmed area",0.904642340564103,0.610919008745768,0.139759685305524,13.4769128049003,2.66097814346635,2.62070167677486,0.310785369792463,4.98004492304883,297
4.14,20000,2e+07,"affine","chg_log_pop_91_60","population",0.233811333264135,0.278355241033935,0.401589310010689,29.9372470279238,0.252202517267208,0.520329856691488,0.628243552988548,10.4846463878952,311
4.14,20000,2e+07,"affine","chg_log_valprod_85_54","mfg value",3.88121531447773,1.1207384758467,0.000611730014055782,30.316594675385,4.50263905836784,2.7363611747418,0.100917269637476,10.629458969518,310
4.14,20000,2e+07,"affine","chg_log_massal_85_54","mfg wage mass",4.54325958704759,1.30369805175298,0.000566012361304092,31.6106256116147,3.91981189594103,2.93060687461306,0.182062063049646,13.8540998309418,309
4.14,20000,2e+07,"affine","chg_log_nestab_85_54","mfg establish.",0.131752990773993,0.626121551680404,0.833477131199886,30.316594675385,0.112007608072281,1.62267803483121,0.945014598372944,10.629458969518,310
4.14,20000,2e+07,"affine","chg_log_nexp_88_60","ag farms",1.19740621644154,0.79087883311831,0.131121280414876,14.5215477941374,5.55979117588219,4.94202548570032,0.261527923157499,4.81793158306034,297
4.14,20000,2e+07,"affine","chg_log_areatot_ha_88_60","ag farmed area",1.43529218783367,0.988311147145895,0.147519576576006,14.5215477941374,4.89338282101844,4.80123860526785,0.308970305055419,4.81793158306034,297
4.14,50000,5e+07,"affine","chg_log_pop_91_60","population",0.384119046898944,0.572938265275643,0.50309327749188,34.6855917285301,0.202711528648174,1.09292409825107,0.85298038088743,10.1117800988201,311
4.14,50000,5e+07,"affine","chg_log_valprod_85_54","mfg value",7.50710381382764,2.26593927979298,0.00103595072456206,35.060264622138,8.64713976031237,5.92994806234648,0.145827347287989,10.2231713935302,310
4.14,50000,5e+07,"affine","chg_log_massal_85_54","mfg wage mass",8.7107048063053,2.63697810694104,0.00107165449000278,36.3328590347699,6.96746569415629,6.31515961577676,0.270787509478602,13.440585936043,309
4.14,50000,5e+07,"affine","chg_log_nestab_85_54","mfg establish.",0.110000449166137,1.26541356443797,0.930786371187314,35.060264622138,-0.0456774470607934,3.70938725949419,0.990183271388237,10.2231713935302,310
4.14,50000,5e+07,"affine","chg_log_nexp_88_60","ag farms",2.50399732972215,1.6790389376482,0.136973761966338,15.338132189493,12.7245293499791,11.549615123764,0.271503206065672,4.72356538265424,297
4.14,50000,5e+07,"affine","chg_log_areatot_ha_88_60","ag farmed area",2.94974784693705,2.087862457114,0.158795836315246,15.338132189493,11.4550902458749,11.230403706727,0.308584186424273,4.72356538265424,297
4.14,1e+05,1e+08,"affine","chg_log_pop_91_60","population",0.602211712298667,1.05319090219529,0.567886058831077,37.2605802643484,0.0813537774965562,2.0333209366682,0.968111440639462,9.74896482895417,311
4.14,1e+05,1e+08,"affine","chg_log_valprod_85_54","mfg value",13.317947915696,4.14083984811529,0.00144067341938488,37.639556032721,15.2596964221762,11.2104157432986,0.174469818335427,9.84749591319371,310
4.14,1e+05,1e+08,"affine","chg_log_massal_85_54","mfg wage mass",15.3948391540679,4.80487492851272,0.0015016973465546,38.8464257808825,11.6672033882914,11.9128753588349,0.32818519294659,12.9218315512242,309
4.14,1e+05,1e+08,"affine","chg_log_nestab_85_54","mfg establish.",0.036949678429691,2.30000405201569,0.987193175172669,37.639556032721,-0.326859901651495,7.22591915073311,0.96395059346179,9.84749591319371,310
4.14,1e+05,1e+08,"affine","chg_log_nexp_88_60","ag farms",4.65346389092633,3.1424597088593,0.139747550837401,15.7267718914682,24.487047145682,22.3725014698673,0.274646716383975,4.70951091593198,297
4.14,1e+05,1e+08,"affine","chg_log_areatot_ha_88_60","ag farmed area",5.41829441951485,3.88646921335669,0.164352749832442,15.7267718914682,22.2551083291208,21.7598138215408,0.307281747426635,4.70951091593198,297
8.22,0,0,"raw (V->0)","chg_log_pop_91_60","population",0.0239721234177166,0.0161478315667387,0.138711814060417,13.3140212132077,0.0209025685564554,0.0216785094367167,0.335716199462146,15.6363395616794,311
8.22,0,0,"raw (V->0)","chg_log_valprod_85_54","mfg value",0.154473617107679,0.0617346274515229,0.012873852604849,13.5926289802083,0.137046460410001,0.0752433981903842,0.0695456841817841,15.8689426353252,310
8.22,0,0,"raw (V->0)","chg_log_massal_85_54","mfg wage mass",0.186696326314149,0.0641850379487113,0.00390116693165242,13.9810526847785,0.138767311528658,0.0773482580611304,0.0738140263688724,16.6891500710703,309
8.22,0,0,"raw (V->0)","chg_log_nestab_85_54","mfg establish.",0.0334277752575176,0.0294245866022972,0.256842723662864,13.5926289802083,0.031950835926065,0.0384609745203364,0.406784604694944,15.8689426353252,310
8.22,0,0,"raw (V->0)","chg_log_nexp_88_60","ag farms",0.0429737349592749,0.0383734008971847,0.263699753587786,13.1071166789598,0.0538929213314192,0.0569523720198413,0.344801532133047,16.2840364365107,297
8.22,0,0,"raw (V->0)","chg_log_areatot_ha_88_60","ag farmed area",0.0480821214797241,0.0383404920297842,0.210832665918461,13.1071166789598,0.0503844482538472,0.0542814939019802,0.354080307316031,16.2840364365107,297
8.22,100,1e+05,"affine","chg_log_pop_91_60","population",0.0348456581013301,0.0207154471110642,0.0935846063111172,12.184067774617,0.0453735129389899,0.0293152630212541,0.122726538121247,10.3121954945636,311
8.22,100,1e+05,"affine","chg_log_valprod_85_54","mfg value",0.231353233860798,0.0788291780003747,0.00359465807152548,12.4943249013725,0.233223730127669,0.107816524176975,0.0313189243796753,10.5285478844049,310
8.22,100,1e+05,"affine","chg_log_massal_85_54","mfg wage mass",0.287999984499123,0.084673929151991,0.000761981674258318,12.8244206108747,0.238995783487701,0.114848659371431,0.0382882209021049,11.3117087921446,309
8.22,100,1e+05,"affine","chg_log_nestab_85_54","mfg establish.",0.0503350289004808,0.0392323718050394,0.200483295000302,12.4943249013725,0.0661356845377684,0.0552598741264038,0.232324719918401,10.5285478844049,310
8.22,100,1e+05,"affine","chg_log_nexp_88_60","ag farms",0.0618785890761617,0.0472513788159952,0.191391554971296,11.0771377158464,0.106248289375554,0.0928941520062295,0.253677717499019,10.2674407079089,297
8.22,100,1e+05,"affine","chg_log_areatot_ha_88_60","ag farmed area",0.066561057315743,0.0501333641102224,0.185338926882138,11.0771377158464,0.0898126708910564,0.0907151141799602,0.322982705872672,10.2674407079089,297
8.22,500,5e+05,"affine","chg_log_pop_91_60","population",0.0448973584859145,0.0265560943054026,0.0919367148858897,14.6159585228809,0.0672798076711887,0.0404056251474895,0.0969312879649998,9.53868073129742,311
8.22,500,5e+05,"affine","chg_log_valprod_85_54","mfg value",0.355595539433303,0.108006236926153,0.00111224091861335,14.9638047915631,0.377296965333727,0.164657793751497,0.0226331453247112,9.75261116084075,310
8.22,500,5e+05,"affine","chg_log_massal_85_54","mfg wage mass",0.437466105902627,0.116625229639639,0.000211460814682,15.5806210836783,0.38361990712833,0.176974015776803,0.0309732933890961,11.0955504232685,309
8.22,500,5e+05,"affine","chg_log_nestab_85_54","mfg establish.",0.0599782568218704,0.0544314040798599,0.271386048572758,14.9638047915631,0.091009478056324,0.0858338394672329,0.289861774671574,9.75261116084075,310
8.22,500,5e+05,"affine","chg_log_nexp_88_60","ag farms",0.0915553161499572,0.0647620481511124,0.158528277933298,11.7099694509278,0.19839854947676,0.162820289881465,0.224029974048581,8.37836287544321,297
8.22,500,5e+05,"affine","chg_log_areatot_ha_88_60","ag farmed area",0.103235423083664,0.0727727723063838,0.157100783738479,11.7099694509278,0.161739207676066,0.159643910583207,0.311853890334823,8.37836287544321,297
8.22,1000,1e+06,"affine","chg_log_pop_91_60","population",0.0503187027647572,0.031552458520597,0.111814601360944,16.4014654813456,0.0781528834009852,0.0506348248655755,0.123769595310289,9.49317960259596,311
8.22,1000,1e+06,"affine","chg_log_valprod_85_54","mfg value",0.453037934225572,0.132732204364541,0.000730391601805054,16.7500846204985,0.496958229452582,0.222105338749048,0.0259884650720982,9.69733487486147,310
8.22,1000,1e+06,"affine","chg_log_massal_85_54","mfg wage mass",0.554821227730553,0.144673742927891,0.000153161845136704,17.5780814131251,0.500087659106401,0.237112646467368,0.0357696319835336,11.4287398112443,309
8.22,1000,1e+06,"affine","chg_log_nestab_85_54","mfg establish.",0.0630983029828712,0.0675027556873355,0.350668150178685,16.7500846204985,0.100475089618282,0.114929580691639,0.382691353928695,9.69733487486147,310
8.22,1000,1e+06,"affine","chg_log_nexp_88_60","ag farms",0.118856679720939,0.081395495908648,0.145318851490222,12.0280544790469,0.288558215946963,0.235495529749822,0.22145795737816,7.51227770653823,297
8.22,1000,1e+06,"affine","chg_log_areatot_ha_88_60","ag farmed area",0.135849199241745,0.0936837972606193,0.148127550126648,12.0280544790469,0.229918468722841,0.229268258286218,0.316784737080324,7.51227770653823,297
8.22,2000,2e+06,"affine","chg_log_pop_91_60","population",0.0563038621640784,0.0404065936595612,0.164517086423743,17.8815363423677,0.0895034750447046,0.0682761029048792,0.190889151741202,9.17544606750759,311
8.22,2000,2e+06,"affine","chg_log_valprod_85_54","mfg value",0.60396688687148,0.1737112136333,0.000582346366324974,18.2157978619838,0.68320146416114,0.325529443146241,0.0366756248239668,9.36192072528929,310
8.22,2000,2e+06,"affine","chg_log_massal_85_54","mfg wage mass",0.733782913371393,0.192745309725345,0.000170651559793587,19.2147024720653,0.674812386600564,0.344381736582481,0.05098435281198,11.4725121213349,309
8.22,2000,2e+06,"affine","chg_log_nestab_85_54","mfg establish.",0.0638408296013935,0.0894765216441745,0.476095706623085,18.2157978619838,0.104025735112556,0.166742470050458,0.533186609662366,9.36192072528929,310
8.22,2000,2e+06,"affine","chg_log_nexp_88_60","ag farms",0.163441476045168,0.109461397301961,0.136498360687472,11.7880921168538,0.460401835560912,0.384138175365676,0.231698758704926,6.24876474796893,297
8.22,2000,2e+06,"affine","chg_log_areatot_ha_88_60","ag farmed area",0.187827593502448,0.128807989739591,0.145879314683944,11.7880921168538,0.362645164163826,0.369882944506649,0.327698539552677,6.24876474796893,297
8.22,4400,4400000,"affine","chg_log_pop_91_60","population",0.0669970554722687,0.0568906466678655,0.239867954494628,20.7230538229407,0.10391905290682,0.100918659786724,0.303963109934233,9.33249695313555,311
8.22,4400,4400000,"affine","chg_log_valprod_85_54","mfg value",0.855939015662028,0.243085871840148,0.000496464274572577,21.0675478461043,0.989626926797229,0.511237039092327,0.0538377331137406,9.50925984118017,310
8.22,4400,4400000,"affine","chg_log_massal_85_54","mfg wage mass",1.02689217227185,0.275633895337178,0.000232944031463486,22.2218085947784,0.947630490325895,0.540810306270375,0.080757280182229,12.0769560639756,309
8.22,4400,4400000,"affine","chg_log_nestab_85_54","mfg establish.",0.0628532429558195,0.129114720168443,0.626754448503975,21.0675478461043,0.0931325181512388,0.269535714363116,0.729938558116239,9.50925984118017,310
8.22,4400,4400000,"affine","chg_log_nexp_88_60","ag farms",0.241098067146975,0.158314938117158,0.128884392168121,12.1752374533519,0.833552767298791,0.720386085237423,0.248197025008592,5.18966636502761,297
8.22,4400,4400000,"affine","chg_log_areatot_ha_88_60","ag farmed area",0.282735351458147,0.191329594216263,0.140573981810858,12.1752374533519,0.67368530522847,0.690547295303353,0.330093364735919,5.18966636502761,297
8.22,10000,1e+07,"affine","chg_log_pop_91_60","population",0.0884771579106562,0.0881994169107541,0.316594715357664,25.5057683715869,0.119548506504272,0.161608688196259,0.460033956410941,10.1298101856771,311
8.22,10000,1e+07,"affine","chg_log_valprod_85_54","mfg value",1.29022694611129,0.365119962862089,0.000474348869430294,25.8746485309115,1.4993756395674,0.837561213734961,0.0744351723107749,10.2950061367778,310
8.22,10000,1e+07,"affine","chg_log_massal_85_54","mfg wage mass",1.52634039226855,0.421426979153239,0.000343532123031524,27.1490433863986,1.37391225776713,0.893447993098041,0.125163842194948,13.3278768909566,309
8.22,10000,1e+07,"affine","chg_log_nestab_85_54","mfg establish.",0.0651247793496109,0.200896761399884,0.74603494388741,25.8746485309115,0.073267181820275,0.471196477815225,0.876538199017302,10.2950061367778,310
8.22,10000,1e+07,"affine","chg_log_nexp_88_60","ag farms",0.378816200064566,0.247506962924786,0.126987678445848,13.4713410804883,1.57407948420038,1.38694424249774,0.25735316153573,4.85322540160565,297
8.22,10000,1e+07,"affine","chg_log_areatot_ha_88_60","ag farmed area",0.453235949819473,0.306445774320458,0.140234719889531,13.4713410804883,1.33527912376595,1.33843870560871,0.319294650412603,4.85322540160565,297
8.22,20000,2e+07,"affine","chg_log_pop_91_60","population",0.119575436304042,0.139836725622501,0.393171740238524,29.8320319946012,0.124262435767341,0.261249117369611,0.63467068260998,10.3979138668878,311
8.22,20000,2e+07,"affine","chg_log_valprod_85_54","mfg value",1.95698730439075,0.564428135059689,0.000602795912132654,30.2057494564005,2.27005136674404,1.38142425582515,0.101374939325749,10.5387201034215,310
8.22,20000,2e+07,"affine","chg_log_massal_85_54","mfg wage mass",2.29163309950374,0.656547693699046,0.000554884571447982,31.5234702788203,1.97761000645285,1.47493684350396,0.180999898412251,13.7951838949296,309
8.22,20000,2e+07,"affine","chg_log_nestab_85_54","mfg establish.",0.0677875252440841,0.315034007530917,0.82977688306628,30.2057494564005,0.051293513375142,0.817409933097187,0.950006356265868,10.5387201034215,310
8.22,20000,2e+07,"affine","chg_log_nexp_88_60","ag farms",0.604352315094898,0.398628657048666,0.130600132056863,14.4664487958956,2.80497846033742,2.5089108489899,0.264499202109325,4.77067193019005,297
8.22,20000,2e+07,"affine","chg_log_areatot_ha_88_60","ag farmed area",0.722426454064543,0.49734171343218,0.147434017704572,14.4664487958956,2.45968690990858,2.43289345613955,0.312861796727253,4.77067193019005,297
8.22,50000,5e+07,"affine","chg_log_pop_91_60","population",0.197848941388315,0.289056336180702,0.494208257222725,34.5368313180907,0.10065643201514,0.550944089368907,0.855157906701087,10.083748936662,311
8.22,50000,5e+07,"affine","chg_log_valprod_85_54","mfg value",3.79009948632594,1.1455963563027,0.0010525518706917,34.903020695038,4.36793227263179,2.99707967392914,0.146053011859969,10.1913192713792,310
8.22,50000,5e+07,"affine","chg_log_massal_85_54","mfg wage mass",4.39946248111677,1.33320416639488,0.00108415826283237,36.1990942577714,3.51760540042304,3.17990859768877,0.269530477906814,13.460917509807,309
8.22,50000,5e+07,"affine","chg_log_nestab_85_54","mfg establish.",0.057738270139203,0.638782156416755,0.928039174684894,34.903020695038,-0.0274169539115268,1.87096751380355,0.988318045494731,10.1913192713792,310
8.22,50000,5e+07,"affine","chg_log_nexp_88_60","ag farms",1.26602274534499,0.848859921057051,0.136944592914162,15.2535478097354,6.41353024849805,5.84961514289709,0.273821974321335,4.71295707810726,297
8.22,50000,5e+07,"affine","chg_log_areatot_ha_88_60","ag farmed area",1.48994910709916,1.05459842142381,0.158794584406464,15.2535478097354,5.76874217568072,5.68396163954083,0.311000821497742,4.71295707810726,297
8.22,1e+05,1e+08,"affine","chg_log_pop_91_60","population",0.315096717631666,0.533302347807003,0.555070561266056,36.985539615319,0.0381366615919754,1.02816799754212,0.970436350968769,9.72113374487271,311
8.22,1e+05,1e+08,"affine","chg_log_valprod_85_54","mfg value",6.7322301795512,2.10224739173791,0.00150931613433155,37.3486189085733,7.71836271079329,5.68500966718222,0.175589003077536,9.81330939445484,310
8.22,1e+05,1e+08,"affine","chg_log_massal_85_54","mfg wage mass",7.78793802341356,2.43983229874963,0.00156336435614952,38.5931209516586,5.88934850542063,6.00454841000508,0.327477137137488,12.9752114886183,309
8.22,1e+05,1e+08,"affine","chg_log_nestab_85_54","mfg establish.",0.024250662163249,1.16466192856373,0.983401440989336,37.3486189085733,-0.172317391979087,3.65263624132083,0.962404208450652,9.81330939445484,310
8.22,1e+05,1e+08,"affine","chg_log_nexp_88_60","ag farms",2.35983783627807,1.59575013161616,0.140283339333975,15.5822520416131,12.3611159638312,11.3754624435125,0.278104493189955,4.70244269488806,297
8.22,1e+05,1e+08,"affine","chg_log_areatot_ha_88_60","ag farmed area",2.74659595406673,1.97142812663444,0.164637060170181,15.5822520416131,11.2305834861608,11.0566164406322,0.310611484678038,4.70244269488806,297
