"block","outcome","spec","stat","value","S_perm"
"d_estimates","total.mfg_wagemass","recentered","p",0.612070531058952,100
"d_estimates","total.mfg_wagemass","recentered","F",1.30592267587278,100
"d_estimates","total.mfg_wagemass","recentered","N",309,100
"d_estimates","total.mfg_wagemass","mu_control","coef",-0.58329615318327,100
"d_estimates","total.mfg_wagemass","mu_control","se",2.43926748296861,100
"d_estimates","total.mfg_wagemass","mu_control","p",0.811171023906379,100
"d_estimates","total.mfg_wagemass","mu_control","F",0.350574688461782,100
"d_estimates","total.mfg_wagemass","mu_control","N",309,100
"d_estimates","total.mfg_wagemass","reduced_form","ri_p",0.584158415841584,100
"d_estimates","total.placebo_pretrend","unadjusted","coef",0.0797364836988448,100
"d_estimates","total.placebo_pretrend","unadjusted","se",0.0353436915699162,100
"d_estimates","total.placebo_pretrend","unadjusted","p",0.0250214082175237,100
"d_estimates","total.placebo_pretrend","unadjusted","F",52.2134688166227,100
"d_estimates","total.placebo_pretrend","unadjusted","N",237,100
"d_estimates","total.placebo_pretrend","recentered","coef",0.360991724790878,100
"d_estimates","total.placebo_pretrend","recentered","se",0.676840511054054,100
"d_estimates","total.placebo_pretrend","recentered","p",0.594314316715951,100
"d_estimates","total.placebo_pretrend","recentered","F",0.713432283449337,100
"d_estimates","total.placebo_pretrend","recentered","N",237,100
"d_estimates","total.placebo_pretrend","mu_control","coef",3.47158337981845,100
"d_estimates","total.placebo_pretrend","mu_control","se",28.6877989689008,100
"d_estimates","total.placebo_pretrend","mu_control","p",0.903788624448895,100
"d_estimates","total.placebo_pretrend","mu_control","F",0.0140712518571486,100
"d_estimates","total.placebo_pretrend","mu_control","N",237,100
"d_estimates","total.placebo_pretrend","reduced_form","ri_p",0.287128712871287,100
"d_estimates","road_only.population","unadjusted","coef",0.0240595608713427,100
"d_estimates","road_only.population","unadjusted","se",0.0269433751875314,100
"d_estimates","road_only.population","unadjusted","p",0.372587887410037,100
"d_estimates","road_only.population","unadjusted","F",88.7658366362023,100
"d_estimates","road_only.population","unadjusted","N",311,100
"d_estimates","road_only.population","recentered","coef",-0.0510447385436728,100
"d_estimates","road_only.population","recentered","se",0.222781316568337,100
"d_estimates","road_only.population","recentered","p",0.818927473297893,100
"d_estimates","road_only.population","recentered","F",1.30969504627232,100
"d_estimates","road_only.population","recentered","N",311,100
"d_estimates","road_only.population","mu_control","coef",0.218891605946508,100
"d_estimates","road_only.population","mu_control","se",0.469435085156958,100
"d_estimates","road_only.population","mu_control","p",0.641348281378371,100
"d_estimates","road_only.population","mu_control","F",1.17107915578373,100
"d_estimates","road_only.population","mu_control","N",311,100
"d_estimates","road_only.population","reduced_form","ri_p",0.782178217821782,100
"d_estimates","road_only.mfg_valprod","unadjusted","coef",0.22290316207084,100
"d_estimates","road_only.mfg_valprod","unadjusted","se",0.105034486382227,100
"d_estimates","road_only.mfg_valprod","unadjusted","p",0.0346409608969303,100
"d_estimates","road_only.mfg_valprod","unadjusted","F",87.8895968013526,100
"d_estimates","road_only.mfg_valprod","unadjusted","N",310,100
"d_estimates","road_only.mfg_valprod","recentered","coef",1.00475490916403,100
"d_estimates","road_only.mfg_valprod","recentered","se",1.62733132659901,100
"d_estimates","road_only.mfg_valprod","recentered","p",0.537422843133685,100
"d_estimates","road_only.mfg_valprod","recentered","F",1.25908474860431,100
"d_estimates","road_only.mfg_valprod","recentered","N",310,100
"d_estimates","road_only.mfg_valprod","mu_control","coef",-1.74522031706323,100
"d_estimates","road_only.mfg_valprod","mu_control","se",2.82001375868749,100
"d_estimates","road_only.mfg_valprod","mu_control","p",0.536473580938845,100
"d_estimates","road_only.mfg_valprod","mu_control","F",1.19008348832442,100
"d_estimates","road_only.mfg_valprod","mu_control","N",310,100
"d_estimates","road_only.mfg_valprod","reduced_form","ri_p",0.148514851485149,100
"d_estimates","road_only.mfg_wagemass","unadjusted","coef",0.172547362277099,100
"d_estimates","road_only.mfg_wagemass","unadjusted","se",0.0971393725962649,100
"d_estimates","road_only.mfg_wagemass","unadjusted","p",0.076702535165255,100
"d_estimates","road_only.mfg_wagemass","unadjusted","F",87.586019857442,100
"d_estimates","road_only.mfg_wagemass","unadjusted","N",309,100
"d_estimates","road_only.mfg_wagemass","recentered","coef",0.408783517034776,100
"d_estimates","road_only.mfg_wagemass","recentered","se",0.839364131870363,100
"d_estimates","road_only.mfg_wagemass","recentered","p",0.626604027790343,100
"d_estimates","road_only.mfg_wagemass","recentered","F",1.24982872526578,100
"d_estimates","road_only.mfg_wagemass","recentered","N",309,100
"d_estimates","road_only.mfg_wagemass","mu_control","coef",-0.417435728589584,100
"d_estimates","road_only.mfg_wagemass","mu_control","se",1.62075939300879,100
"d_estimates","road_only.mfg_wagemass","mu_control","p",0.796927625323583,100
"d_estimates","road_only.mfg_wagemass","mu_control","F",1.20187569464191,100
"d_estimates","road_only.mfg_wagemass","mu_control","N",309,100
"d_estimates","road_only.mfg_wagemass","reduced_form","ri_p",0.584158415841584,100
"d_estimates","road_only.placebo_pretrend","unadjusted","coef",0.0783374322128124,100
"d_estimates","road_only.placebo_pretrend","unadjusted","se",0.0341554598427973,100
"d_estimates","road_only.placebo_pretrend","unadjusted","p",0.0227309469371105,100
"d_estimates","road_only.placebo_pretrend","unadjusted","F",66.8346976765528,100
"d_estimates","road_only.placebo_pretrend","unadjusted","N",237,100
"d_estimates","road_only.placebo_pretrend","recentered","coef",0.462510523365197,100
"d_estimates","road_only.placebo_pretrend","recentered","se",1.11399605493293,100
"d_estimates","road_only.placebo_pretrend","recentered","p",0.67840120927013,100
"d_estimates","road_only.placebo_pretrend","recentered","F",0.509791614878576,100
"d_estimates","road_only.placebo_pretrend","recentered","N",237,100
"d_estimates","road_only.placebo_pretrend","mu_control","coef",-1.8820680873911,100
"d_estimates","road_only.placebo_pretrend","mu_control","se",8.2092693978307,100
"d_estimates","road_only.placebo_pretrend","mu_control","p",0.818873141924676,100
"d_estimates","road_only.placebo_pretrend","mu_control","F",0.0910224395814894,100
"d_estimates","road_only.placebo_pretrend","mu_control","N",237,100
"d_estimates","road_only.placebo_pretrend","reduced_form","ri_p",0.287128712871287,100
"x_context","total","z_obs","cor",0.497371166300053,100
"x_context","total","z_rec","cor",0.0755486555346238,100
"x_context","road_only","z_obs","cor",0.528917233335283,100
"x_context","road_only","z_rec","cor",0.0753556865787467,100
"x_context","larkin","z_obs","cor",0.135460919187183,100
"x_context","larkin","z_rec","cor",0.0644586942767294,100
"x_context","hypo","z_obs","cor",0.107251130157976,100
"x_context","hypo","z_rec","cor",-0.0363208058484459,100
