"block","outcome","spec","stat","value","S_perm"
"d_estimates","total.mfg_wagemass","recentered","F",3.84448369484899,100
"d_estimates","total.mfg_wagemass","recentered","N",309,100
"d_estimates","total.mfg_wagemass","mu_control","coef",-0.251916946280568,100
"d_estimates","total.mfg_wagemass","mu_control","se",2.50939152754444,100
"d_estimates","total.mfg_wagemass","mu_control","p",0.920102488338899,100
"d_estimates","total.mfg_wagemass","mu_control","F",0.204385446943411,100
"d_estimates","total.mfg_wagemass","mu_control","N",309,100
"d_estimates","total.mfg_wagemass","reduced_form","ri_p",0.544554455445545,100
"d_estimates","total.placebo_pretrend","unadjusted","coef",0.0797364836988448,100
"d_estimates","total.placebo_pretrend","unadjusted","se",0.0353436915699162,100
"d_estimates","total.placebo_pretrend","unadjusted","p",0.0250214082175237,100
"d_estimates","total.placebo_pretrend","unadjusted","F",52.2134688166227,100
"d_estimates","total.placebo_pretrend","unadjusted","N",237,100
"d_estimates","total.placebo_pretrend","recentered","coef",0.226697488958606,100
"d_estimates","total.placebo_pretrend","recentered","se",0.21713254409275,100
"d_estimates","total.placebo_pretrend","recentered","p",0.297572264577425,100
"d_estimates","total.placebo_pretrend","recentered","F",2.9380880270912,100
"d_estimates","total.placebo_pretrend","recentered","N",237,100
"d_estimates","total.placebo_pretrend","mu_control","coef",-0.243135073728468,100
"d_estimates","total.placebo_pretrend","mu_control","se",0.246693965617019,100
"d_estimates","total.placebo_pretrend","mu_control","p",0.325396325728953,100
"d_estimates","total.placebo_pretrend","mu_control","F",2.71085710540848,100
"d_estimates","total.placebo_pretrend","mu_control","N",237,100
"d_estimates","total.placebo_pretrend","reduced_form","ri_p",0.099009900990099,100
"d_estimates","road_only.population","unadjusted","coef",0.0240595608713427,100
"d_estimates","road_only.population","unadjusted","se",0.0269433751875314,100
"d_estimates","road_only.population","unadjusted","p",0.372587887410037,100
"d_estimates","road_only.population","unadjusted","F",88.7658366362023,100
"d_estimates","road_only.population","unadjusted","N",311,100
"d_estimates","road_only.population","recentered","coef",0.012382330868342,100
"d_estimates","road_only.population","recentered","se",0.116270616585559,100
"d_estimates","road_only.population","recentered","p",0.915259938740132,100
"d_estimates","road_only.population","recentered","F",4.50970870086632,100
"d_estimates","road_only.population","recentered","N",311,100
"d_estimates","road_only.population","mu_control","coef",0.116488913778695,100
"d_estimates","road_only.population","mu_control","se",0.655298042619322,100
"d_estimates","road_only.population","mu_control","p",0.859027675346178,100
"d_estimates","road_only.population","mu_control","F",0.397534744381953,100
"d_estimates","road_only.population","mu_control","N",311,100
"d_estimates","road_only.population","reduced_form","ri_p",0.95049504950495,100
"d_estimates","road_only.mfg_valprod","unadjusted","coef",0.22290316207084,100
"d_estimates","road_only.mfg_valprod","unadjusted","se",0.105034486382227,100
"d_estimates","road_only.mfg_valprod","unadjusted","p",0.0346409608969303,100
"d_estimates","road_only.mfg_valprod","unadjusted","F",87.8895968013526,100
"d_estimates","road_only.mfg_valprod","unadjusted","N",310,100
"d_estimates","road_only.mfg_valprod","recentered","coef",0.520467001660845,100
"d_estimates","road_only.mfg_valprod","recentered","se",0.522379063780091,100
"d_estimates","road_only.mfg_valprod","recentered","p",0.319888061799108,100
"d_estimates","road_only.mfg_valprod","recentered","F",4.41616542890361,100
"d_estimates","road_only.mfg_valprod","recentered","N",310,100
"d_estimates","road_only.mfg_valprod","mu_control","coef",-2.08245100259635,100
"d_estimates","road_only.mfg_valprod","mu_control","se",5.58861939392044,100
"d_estimates","road_only.mfg_valprod","mu_control","p",0.709692660829516,100
"d_estimates","road_only.mfg_valprod","mu_control","F",0.404481111547164,100
"d_estimates","road_only.mfg_valprod","mu_control","N",310,100
"d_estimates","road_only.mfg_valprod","reduced_form","ri_p",0.128712871287129,100
"d_estimates","road_only.mfg_wagemass","unadjusted","coef",0.172547362277099,100
"d_estimates","road_only.mfg_wagemass","unadjusted","se",0.0971393725962649,100
"d_estimates","road_only.mfg_wagemass","unadjusted","p",0.076702535165255,100
"d_estimates","road_only.mfg_wagemass","unadjusted","F",87.586019857442,100
"d_estimates","road_only.mfg_wagemass","unadjusted","N",309,100
"d_estimates","road_only.mfg_wagemass","recentered","coef",0.223491540964609,100
"d_estimates","road_only.mfg_wagemass","recentered","se",0.374955421544094,100
"d_estimates","road_only.mfg_wagemass","recentered","p",0.551593906383721,100
"d_estimates","road_only.mfg_wagemass","recentered","F",4.39306562748416,100
"d_estimates","road_only.mfg_wagemass","recentered","N",309,100
"d_estimates","road_only.mfg_wagemass","mu_control","coef",-0.218635185774726,100
"d_estimates","road_only.mfg_wagemass","mu_control","se",2.14623795425246,100
"d_estimates","road_only.mfg_wagemass","mu_control","p",0.918929139530951,100
"d_estimates","road_only.mfg_wagemass","mu_control","F",0.409974285662168,100
"d_estimates","road_only.mfg_wagemass","mu_control","N",309,100
"d_estimates","road_only.mfg_wagemass","reduced_form","ri_p",0.544554455445545,100
"d_estimates","road_only.placebo_pretrend","unadjusted","coef",0.0783374322128124,100
"d_estimates","road_only.placebo_pretrend","unadjusted","se",0.0341554598427973,100
"d_estimates","road_only.placebo_pretrend","unadjusted","p",0.0227309469371105,100
"d_estimates","road_only.placebo_pretrend","unadjusted","F",66.8346976765528,100
"d_estimates","road_only.placebo_pretrend","unadjusted","N",237,100
"d_estimates","road_only.placebo_pretrend","recentered","coef",0.239430978958491,100
"d_estimates","road_only.placebo_pretrend","recentered","se",0.236295513617205,100
"d_estimates","road_only.placebo_pretrend","recentered","p",0.312010367470555,100
"d_estimates","road_only.placebo_pretrend","recentered","F",3.09435271040452,100
"d_estimates","road_only.placebo_pretrend","recentered","N",237,100
"d_estimates","road_only.placebo_pretrend","mu_control","coef",-0.207110866419155,100
"d_estimates","road_only.placebo_pretrend","mu_control","se",0.195010485963526,100
"d_estimates","road_only.placebo_pretrend","mu_control","p",0.289346603106981,100
"d_estimates","road_only.placebo_pretrend","mu_control","F",6.23782209173076,100
"d_estimates","road_only.placebo_pretrend","mu_control","N",237,100
"d_estimates","road_only.placebo_pretrend","reduced_form","ri_p",0.099009900990099,100
"x_context","total","z_obs","cor",0.497371166300053,100
"x_context","total","z_rec","cor",0.137485083432876,100
"x_context","road_only","z_obs","cor",0.528917233335283,100
"x_context","road_only","z_rec","cor",0.143173063148353,100
"x_context","larkin","z_obs","cor",0.135460919187183,100
"x_context","larkin","z_rec","cor",0.0662282207957794,100
"x_context","hypo","z_obs","cor",0.107251130157976,100
"x_context","hypo","z_rec","cor",-0.00247063222341118,100
