"part","theta","n_obs","object","spec","beta","se","p","F","outcome","ivb_beta","ivb_se","ivb_p","ivb_F","ivlp_beta","ivlp_se","ivlp_p","ivlp_F","ivlp_Feff","ivlp_cv10","ivlp_pass10","ivlp_cv20","ivlp_pass20"
"decay_ivlp",0.5,310,NA,NA,NA,NA,NA,NA,"mfg establishments",1.06033892416522,0.885968946551996,0.232324459751036,14.2113754992021,1.25040980847013,1.3035289613957,0.338205393569596,12.4820427292091,13.3741138282647,23.1085112116065,FALSE,15.0615525357793,FALSE
"decay_ivlp",0.5,311,NA,NA,NA,NA,NA,NA,"population",0.745158241385111,0.421935651768639,0.078401607982147,13.9511652027672,1.05317371588795,0.671937747817167,0.118079350780161,12.2353600099714,13.0837544154174,23.1085112116065,FALSE,15.0615525357793,FALSE
"decay_ivlp",0.75,297,NA,NA,NA,NA,NA,NA,"ag farms",1.07575619908543,0.729838431931619,0.141587045075003,11.015031004092,1.57096533201809,1.25048356212508,0.210033828883134,11.8731591161805,13.3526767682673,23.1085112116065,FALSE,15.0615525357793,FALSE
"decay_ivlp",0.75,297,NA,NA,NA,NA,NA,NA,"ag farmed area",1.00137033933883,0.770558602037868,0.19480216057711,11.015031004092,1.11617900522138,1.17434007034071,0.342671470093826,11.8731591161805,13.3526767682673,23.1085112116065,FALSE,15.0615525357793,FALSE
"decay_ivlp",0.75,309,NA,NA,NA,NA,NA,NA,"mfg wage mass",4.3117546395144,1.17041179100799,0.000272506860585356,15.2261216630083,3.4545965590258,1.54503944790691,0.0260942180421181,15.0082780545345,16.2662652917072,23.1085112116065,FALSE,15.0615525357793,TRUE
"decay_ivlp",0.75,310,NA,NA,NA,NA,NA,NA,"mfg production value",3.5010781112815,1.08747162791857,0.00142511618661524,14.5857088929163,3.22816368896005,1.48093876735403,0.0300489317854691,13.7143505912365,14.6443875382096,23.1085112116065,FALSE,15.0615525357793,FALSE
"decay_ivlp",0.75,310,NA,NA,NA,NA,NA,NA,"mfg establishments",0.700096869162443,0.559278727890436,0.211623243423221,14.5857088929163,0.784967981284767,0.80485689117021,0.33020273673512,13.7143505912365,14.6443875382096,23.1085112116065,FALSE,15.0615525357793,FALSE
"decay_ivlp",0.75,311,NA,NA,NA,NA,NA,NA,"population",0.486831797666329,0.269910842052888,0.0722818212907868,14.3237221462228,0.645345197878316,0.424539704926294,0.129534143306446,13.4588568362218,14.3432532278341,23.1085112116065,FALSE,15.0615525357793,FALSE
"placebo_full47",0.5,237,"decay th=0.5","OLS",-0.110409051187738,0.194499509043447,0.570826280482736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",0.5,237,"decay th=0.5","IV-LP",0.0588861679977187,0.681478993640775,0.931216837408348,15.2557734932741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",0.5,237,"decay th=0.5","IV-H",-0.326425075985396,0.604324416581402,0.589621659520673,25.7227829653871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",0.5,237,"decay th=0.5","IV-B",-0.179124246281517,0.41407347935646,0.665721195343147,22.3054459893447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",4.55,237,"raw (anchor)","OLS",-0.0122486046530477,0.0170615526544676,0.4735496977629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",4.55,237,"raw (anchor)","IV-LP",0.00562720230606857,0.0490902151745251,0.908839429014454,24.3039083093003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",4.55,237,"raw (anchor)","IV-H",-0.0187864232106335,0.0549803458755894,0.732896333499909,15.9736919878926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",4.55,237,"raw (anchor)","IV-B",-0.00435581974198629,0.032233324585289,0.892625111318113,23.2064374894535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",4.55,237,"ineff th=4.55","OLS",-0.00526116873323349,0.0180717340585891,0.77121889952398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",4.55,237,"ineff th=4.55","IV-LP",0.0188285305437277,0.0827822249054282,0.820280355877478,8.12852706501082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",4.55,237,"ineff th=4.55","IV-H",-0.00917028977337436,0.0638985041656981,0.886011509794276,32.3127934518978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",4.55,237,"ineff th=4.55","IV-B",-0.0030532695095339,0.0492909872100962,0.950661878657479,21.5109485299241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",8.22,237,"iceberg V=4400","OLS",0.00158920322491616,0.0196850126610888,0.935726198905607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",8.22,237,"iceberg V=4400","IV-LP",0.104690756908007,0.116625738849456,0.370311487220038,3.69982107774048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",8.22,237,"iceberg V=4400","IV-H",0.029578122360291,0.0475609896205489,0.534629782263985,66.9667661359835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",8.22,237,"iceberg V=4400","IV-B",0.0339826573561268,0.0443819480481399,0.444654792175124,35.7155790030464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",8.22,237,"iceberg V=20000","OLS",0.0326780262557226,0.0445431039116915,0.463929751203197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",8.22,237,"iceberg V=20000","IV-LP",-0.0398385108603168,0.450718326694341,0.929645145443183,1.62311248757408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",8.22,237,"iceberg V=20000","IV-H",0.0766963063619265,0.0803696493259687,0.340945295248011,121.655417687484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",8.22,237,"iceberg V=20000","IV-B",0.075487799424223,0.0793276835109926,0.342310266610942,61.05679624045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",8.22,237,"ineff th=8.22","OLS",-0.00464609172336773,0.0104821158040236,0.658012519150574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",8.22,237,"ineff th=8.22","IV-LP",-0.00642861798367828,0.0520192144377235,0.9017554321043,7.52011092942037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",8.22,237,"ineff th=8.22","IV-H",-0.00383796357570153,0.035601483196799,0.914246391904291,34.0601111951293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"placebo_full47",8.22,237,"ineff th=8.22","IV-B",-0.00435582503879163,0.0279669970201351,0.876368869080586,22.1625441517223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
